0	Address
1	Москва, Академический, Кржижановского улица, 24/35, к. 3
2	Москва, Академический, Новочерёмушкинская улица, 11, к. 2
3	Москва, Академический, Новочерёмушкинская улица, 21
4	Москва, Академический, Шверника улица, 13, к. 1
5	Москва, Алексеевский, Бориса Галушкина улица, 12
6	Москва, Алексеевский, Мира проспект, 110/2
7	Москва, Алексеевский, Павла Корчагина улица, 11
8	Москва, Алтуфьевский, Инженерная улица, 15, стр. 1
9	Москва, Аэропорт, Черняховского улица, 11, к. 1
10	Москва, Бабушкинский, Енисейская улица, 33, стр. 2
11	Москва, Бабушкинский, Искры улица, 9, стр. А
12	Москва, Бабушкинский, Лётчика Бабушкина улица, 10/1
13	Москва, Бабушкинский, Лётчика Бабушкина улица, 37, к. 1
14	Москва, Бабушкинский, Менжинского улица, 23
15	Москва, Басманный, Бакунинская улица, 26/30, стр. 1
16	Москва, Басманный, Земляной Вал улица, 38-40/15, стр. 9
17	Москва, Басманный, Покровка улица, 17, стр. 1
18	Москва, Басманный, Спартаковская улица, 16, к. 2
19	Москва, Бескудниковский, Дубнинская улица, 1
20	Москва, Бибирево, Алтуфьевское шоссе, 98, к. 1
21	Москва, Бибирево, Лескова улица, 3
22	Москва, Бибирево, Плещеева улица, 12
23	Москва, Бирюлёво Восточное, Лебедянская улица, 34
24	Москва, Богородское, Богатырская 3-я улица, 1, к. 1
25	Москва, Богородское, Бойцовая улица, 22
26	Москва, Богородское, Гражданская 3-я улица, 70
27	Москва, Богородское, Детская улица, 19
28	Москва, Богородское, Краснобогатырская улица, 75, к. 1
29	Москва, Богородское, Маршала Рокоссовского бульвар, 6, к. 1
30	Москва, Братеево, Алма-Атинская улица, 3, к. 1-А
31	Москва, Братеево, Борисовские Пруды улица, 10
32	Москва, Братеево, Паромная улица, 11/31
33	Москва, Бутырский, Руставели улица, 19
34	Москва, Вешняки, Вешняковская улица, 2
35	Москва, Вешняки, Вешняковская улица, 12-Г
36	Москва, Вешняки, Вешняковская улица, 17-А
37	Москва, Вешняки, Вешняковская улица, 29-А
38	Москва, Вешняки, Старый Гай улица, 7-А
39	Москва, Вешняки, Старый Гай улица, 8-Б
40	Москва, Внуково, Рейсовая 1-я улица, 12
41	Москва, Войковский, Новоподмосковный 2-й переулок, 8
42	Москва, Войковский, Радиаторская 3-я улица, 11
43	Москва, Восточное Дегунино, 800-летия Москвы улица, вл. 14, стр. 1
44	Москва, Восточное Измайлово, Верхняя Первомайская улица, 61
45	Москва, Восточное Измайлово, Первомайская улица, 100
46	Москва, Восточное Измайлово, Сиреневый бульвар, 72
47	Москва, Выхино-Жулебино, Генерала Кузнецова улица, 15, к. 1
48	Москва, Выхино-Жулебино, Генерала Кузнецова улица, 16, к. 1
49	Москва, Выхино-Жулебино, Самаркандский бульвар, 8
50	Москва, Выхино-Жулебино, Тарханская улица, 6
51	Москва, Выхино-Жулебино, Ташкентская улица, 25
52	Москва, Выхино-Жулебино, Ташкентская улица, 31
53	Москва, Выхино-Жулебино, Ферганский проезд, 10-А, стр. 3
54	Москва, Выхино-Жулебино, Хлобыстова улица, 19
55	Москва, Выхино-Жулебино, Чугунные Ворота улица, 3, к. 1
56	Москва, Гагаринский, Вавилова улица, 66, стр. 2
57	Москва, Гагаринский, Вернадского проспект, 105, к. 2
58	Москва, Гагаринский, Ленинский проспект, 73/8
59	Москва, Гагаринский, Университетский проспект, 9
60	Москва, Головинский, Авангардная улица, 12
61	Москва, Головинский, Авиационная улица, 67, к. 1
62	Москва, Головинский, Онежская улица, 9/4, к. А
63	Москва, Головинский, Онежская улица, 13
64	Москва, Гольяново, Уральская улица, 5-А
65	Москва, Гольяново, Уральская улица, 17
66	Москва, Гольяново, Хабаровская улица, 9
67	Москва, Гольяново, Чусовская улица, 2
68	Москва, Даниловский, Автозаводская улица, 4
69	Москва, Даниловский, Автозаводская улица, 5
70	Москва, Даниловский, Мытная улица, 52
71	Москва, Даниловский, Серпуховский Вал улица, 17
72	Москва, Даниловский, Симоновский Вал улица, 26, к. 3
73	Москва, Даниловский, Шаболовка улица, 63, к. 1
74	Москва, Десёновское, Ватутинки деревня, вл. 1
75	Москва, Дмитровский, Дмитровское шоссе, 151, к. 5
76	Москва, Дмитровский, Клязьминская улица, 32
77	Москва, Донской, Загородное шоссе, 7, к. 1
78	Москва, Дорогомилово, Большая Дорогомиловская улица, 10
79	Москва, Дорогомилово, Победы площадь, 2, к. 2
80	Москва, Замоскворечье, Валовая улица, 21, к. 125
81	Москва, Замоскворечье, Кожевническая улица, 7
82	Москва, Замоскворечье, Новокузнецкая улица, 13, стр. 1
83	Москва, Замоскворечье, Павла Андреева улица, 4
84	Москва, Замоскворечье, Щипок улица, 2
85	Москва, Западное Дегунино, Ивана Сусанина улица, 2, к. 1
86	Москва, Западное Дегунино, Коровинское шоссе, 5, к. 1
87	Москва, Зюзино, Азовская улица, 18
88	Москва, Зюзино, Азовская улица, 21
89	Москва, Зюзино, Балаклавский проспект, 54
90	Москва, Зюзино, Каховка улица, 19, стр. 1
91	Москва, Зюзино, Симферопольский бульвар, 4
92	Москва, Зюзино, Чонгарский бульвар, 24
93	Москва, Зябликово, Ореховый бульвар, 61, к. 2
94	Москва, Ивановское, Большой Купавенский проезд, 4, стр. 1
95	Москва, Ивановское, Купавенский проезд, 5, стр. 3
96	Москва, Ивановское, Молостовых улица, 14, к. 1
97	Москва, Ивановское, Молостовых улица, 19, к. 1
98	Москва, Ивановское, Саянская улица, 4-Б
99	Москва, Ивановское, Саянская улица, 10-А
100	Москва, Измайлово, Верхняя Первомайская улица, 29
101	Москва, Измайлово, Первомайская улица, 5
102	Москва, Измайлово, Первомайская улица, 44/20
103	Москва, Измайлово, Прядильная 3-я улица, 1
104	Москва, Капотня, Капотня 4-й квартал, 3
105	Москва, Капотня, Капотня 5-й квартал, 11, стр. 2
106	Москва, Коньково, Бутлерова улица, 24-В
107	Москва, Коньково, Островитянова улица, 11, к. 1
108	Москва, Коньково, Профсоюзная улица, 88/20
109	Москва, Коньково, Профсоюзная улица, 98, к. 1
110	Москва, Коптево, Большая Академическая улица, 24, к. 1
111	Москва, Коптево, Большая Академическая улица, 35, стр. 1
112	Москва, Коптево, Большая Академическая улица, 73, к. 1
113	Москва, Коптево, Генерала Рычагова улица, 14
114	Москва, Коптево, Коптевская улица, 16, к. 2
115	Москва, Коптево, Михалковская улица, 13
116	Москва, Коптево, Михалковский 3-й переулок, 15
117	Москва, Коптево, Новопетровская улица, 14
118	Москва, Косино-Ухтомский, Лухмановская улица, 2
119	Москва, Косино-Ухтомский, Лухмановская улица, 3
120	Москва, Котловка, Винокурова улица, 22
121	Москва, Котловка, Нагорная улица, 34, к. 1
122	Москва, Котловка, Нагорная улица, 37
123	Москва, Красносельский, Верхняя Красносельская улица, 8, к. 3
124	Москва, Крылатское, Крылатские Холмы улица, 37
125	Москва, Крылатское, Рублёвское шоссе, 38, к. 1
126	Москва, Крюково, 18-й Микрорайон, к. 1824
127	Москва, Крюково, 18-й Микрорайон, к. 1825
128	Москва, Кузьминки, Зеленодольская улица, 25
129	Москва, Кузьминки, Юных Ленинцев улица, 43
130	Москва, Кузьминки, Юных Ленинцев улица, 101
131	Москва, Кунцево, Академика Павлова улица, 6/36
132	Москва, Кунцево, Кунцевская улица, 5/2
133	Москва, Кунцево, Новолучанская улица, вл. 21
134	Москва, Куркино, Воротынская улица, 13, к. 2
135	Москва, Левобережный, Беломорская улица, 18, к. 1
136	Москва, Лефортово, Авиамоторная улица, 22/12
137	Москва, Лефортово, Волочаевская улица, 12-А, стр. 1-А
138	Москва, Лефортово, Госпитальный Вал улица, 8/1
139	Москва, Лефортово, Красноказарменная улица, 23
140	Москва, Лефортово, Энергетическая улица, 3
141	Москва, Лефортово, Энергетическая улица, 13
142	Москва, Лефортово, Юрьевский переулок, 16-А
143	Москва, Лианозово, Абрамцевская улица, 1
144	Москва, Лианозово, Алтуфьевское шоссе, 89
145	Москва, Лианозово, Алтуфьевское шоссе, 97
146	Москва, Ломоносовский, Академика Пилюгина улица, 4
147	Москва, Ломоносовский, Академика Пилюгина улица, 26-Б
148	Москва, Ломоносовский, Ленинский проспект, 81/2
149	Москва, Ломоносовский, Строителей улица, 7, к. 1
150	Москва, Лосиноостровский, Анадырский проезд, 21
151	Москва, Лосиноостровский, Тайнинская улица, 4, к. 2
152	Москва, Люблино, Люблинская улица, 54
153	Москва, Люблино, Ставропольская улица, 14
154	Москва, Люблино, Тихорецкий бульвар, 2, к. 1
155	Москва, Марфино, Академика Королёва улица, 14
156	Москва, Марфино, Академика Королёва улица, 28, к. 1
157	Москва, Марьина роща, Стрелецкий 1-й проезд, 3-Б
158	Москва, Марьина роща, Сущёвский Вал улица, 69
159	Москва, Марьино, Белореченская улица, 36, к. 3
160	Москва, Марьино, Братиславская улица, 27, к. 1
161	Москва, Марьино, Донецкая улица, 2-А
162	Москва, Марьино, Донецкая улица, 23, стр. 2
163	Москва, Марьино, Маршала Голованова улица, 5
164	Москва, Марьино, Перерва улица, 58
165	Москва, Матушкино, 2-й Микрорайон, к. 241
166	Москва, Метрогородок, Открытое шоссе, 21, к. 13
167	Москва, Мещанский, Астраханский переулок, 5
168	Москва, Мещанский, Мещанская улица, 10
169	Москва, Мещанский, Щепкина улица, 64, стр. 2
170	Москва, Митино, Барышиха улица, 26, к. 1
171	Москва, Митино, Генерала Белобородова улица, 12, к. 1
172	Москва, Митино, Дубравная улица, 40
173	Москва, Митино, Митинская улица, 50
174	Москва, Митино, Пятницкое шоссе, 21
175	Москва, Митино, Уваровский переулок, 10
176	Москва, Можайский, Гвардейская улица, 5, к. 1
177	Москва, Можайский, Гришина улица, 5
178	Москва, Можайский, Можайское шоссе, 13
179	Москва, Можайский, Можайское шоссе, 45-А
180	Москва, Можайский, Сколковское шоссе, 27
181	Москва, Москворечье-Сабурово, Кантемировская улица, 12
182	Москва, Москворечье-Сабурово, Каширское шоссе, 53, к. 6
183	Москва, Нагатино-Садовники, Андропова проспект, 48
184	Москва, Нагатино-Садовники, Варшавское шоссе, 65, к. 2
185	Москва, Нагатино-Садовники, Каширское шоссе, 7/1
186	Москва, Нагатино-Садовники, Нагатинский 1-й проезд, 11, к. 2
187	Москва, Нагатинский затон, Судостроительная улица, 1
188	Москва, Нагатинский затон, Судостроительная улица, 26
189	Москва, Нагорный, Варшавское шоссе, 74, к. 2
190	Москва, Нагорный, Варшавское шоссе, 100
191	Москва, Нижегородский, Карачаровский 2-й проезд, 2
192	Москва, Нижегородский, Нижегородская улица, 72/2
193	Москва, Нижегородский, Подъёмная улица, 8
194	Москва, Новогиреево, Зелёный проспект, 24, стр. 1
195	Москва, Новогиреево, Мартеновская улица, 22, к. 1
196	Москва, Новогиреево, Перовская улица, 60
197	Москва, Новокосино, Новокосинская улица, 22
198	Москва, Новокосино, Салтыковская улица, 15-А
199	Москва, Ново-Переделкино, Лазенки 6-я улица, 2, стр. 14
200	Москва, Ново-Переделкино, Скульптора Мухиной улица, 2-А
201	Москва, Обручевский, Новаторов улица, 16
202	Москва, Обручевский, Саморы Машела улица, 4
203	Москва, Орехово-Борисово Северное, Генерала Белова улица, 5
204	Москва, Орехово-Борисово Северное, Шипиловский проезд, 39, к. 3
205	Москва, Орехово-Борисово Южное, Генерала Белова улица, 43, к. 2
206	Москва, Орехово-Борисово Южное, Каширское шоссе, 118
207	Москва, Орехово-Борисово Южное, Каширское шоссе, 142, к. 1
208	Москва, Останкинский, Годовикова улица, 2
209	Москва, Останкинский, Мира проспект, 95, стр. 2
210	Москва, Останкинский, Мира проспект, 99
211	Москва, Останкинский, Цандера улица, 8
212	Москва, Отрадное, Бестужевых улица, 7, к. 1
213	Москва, Отрадное, Северный бульвар, 17-Б
214	Москва, Очаково-Матвеевское, Большая Очаковская улица, 28
215	Москва, Очаково-Матвеевское, Веерная улица, 4, к. 2
216	Москва, Очаково-Матвеевское, Веерная улица, 24-Г
217	Москва, Очаково-Матвеевское, Марии Поливановой улица, 2/19
218	Москва, Очаково-Матвеевское, Матвеевская улица, 20, к. 3
219	Москва, Очаково-Матвеевское, Нежинская улица, 13
220	Москва, Перово, Владимирская 1-я улица, 21, к. 1
221	Москва, Перово, Владимирская 2-я улица, 34
222	Москва, Перово, Владимирская 2-я улица, 37, к. 1
223	Москва, Перово, Владимирская 2-я улица, 42
224	Москва, Перово, Владимирская 3-я улица, 11
225	Москва, Перово, Зелёный проспект, 39, к. 1
226	Москва, Перово, Лазо улица, 14, к. 2
227	Москва, Перово, Мартеновская улица, 9/13
228	Москва, Перово, Новогиреевская улица, 10, к. 1
229	Москва, Перово, Плеханова улица, 20
230	Москва, Перово, Энтузиастов шоссе, 50
231	Москва, Печатники, Батюнинская улица, 1, стр. 1
232	Москва, Покровское-Стрешнево, Большая Набережная улица, 9
233	Москва, Преображенское, Большая Черкизовская улица, 9
234	Москва, Преображенское, Большая Черкизовская улица, 16, к. 2
235	Москва, Преображенское, Большая Черкизовская улица, 26, к. 6
236	Москва, Преображенское, Просторная улица, 14/1
237	Москва, Пресненский, Большая Грузинская улица, 39
238	Москва, Пресненский, Стрельбищенский переулок, 5, стр. 1
239	Москва, Пресненский, Стрельбищенский переулок, 26/9
240	Москва, Пресненский, Шелепихинское шоссе, 17, к. 1
241	Москва, Пресненский, Шмитовский проезд, 18
242	Москва, Пресненский, Шмитовский проезд, 35, стр. 1
243	Москва, Раменки, Ломоносовский проспект, 29, к. 3
244	Москва, Раменки, Ломоносовский проспект, 34
245	Москва, Раменки, Раменки улица, 16
246	Москва, Раменки, Университетский проспект, 23, к. 1
247	Москва, Ростокино, Мира проспект, 133
248	Москва, Ростокино, Мира проспект, 196, стр. 1
249	Москва, Рязанский, Институтская 2-я улица, 7, стр. 2
250	Москва, Рязанский, Коновалова улица, 5
251	Москва, Рязанский, Рязанский проезд, 46
252	Москва, Савёловский, Башиловская улица, 6
253	Москва, Савёловский, Бутырская улица, 97, стр. 5
254	Москва, Савёловский, Нижняя Масловка улица, 8
255	Москва, Свиблово, Лазоревый проезд, 22
256	Москва, Свиблово, Русанова проезд, 25
257	Москва, Свиблово, Седова улица, 5, к. 1
258	Москва, Северное Бутово, Грина улица, 1-Г
259	Москва, Северное Бутово, Дмитрия Донского бульвар, 11
260	Москва, Северное Бутово, Куликовская улица, 5
261	Москва, Северное Измайлово, Парковая 11-я улица, 49, к. 3
262	Москва, Северное Измайлово, Парковая 16-я улица, 51, стр. 1
263	Москва, Северное Измайлово, Сиреневый бульвар, 63, стр. 1
264	Москва, Северное Измайлово, Щёлковский проезд, 13
265	Москва, Северное Измайлово, Щёлковское шоссе, 12, к. 1
266	Москва, Северное Измайлово, Щёлковское шоссе, 30
267	Москва, Северное Измайлово, Щёлковское шоссе, 82, к. 1
268	Москва, Северное Медведково, Студёный проезд, 36
269	Москва, Северное Медведково, Широкая улица, 24-Б
270	Москва, Северное Медведково, Шокальского проезд, 25, к. 2
271	Москва, Северное Тушино, Туристская улица, 23
272	Москва, Северное Тушино, Яна Райниса бульвар, 8
273	Москва, Силино, 12-й Микрорайон, к. 1204
274	Москва, Соколиная гора, Будённого проспект, 47
275	Москва, Соколиная гора, Щербаковская улица, 32/7
276	Москва, Соколиная гора, Щербаковская улица, 53
277	Москва, Сокольники, Рыбинская 3-я улица, 1
278	Москва, Сокольники, Сокольническая площадь, 9
279	Москва, Сокол, Ленинградский проспект, 77
280	Москва, Сокол, Новопесчаная улица, 23, к. 5
281	Москва, Сокол, Песчаная 2-я улица, 3
282	Москва, Сокол, Сальвадора Альенде улица, 4, к. 1
283	Москва, Солнцево, Домостроительная улица, 1, к. 1
284	Москва, Солнцево, Попутная улица, 6
285	Москва, Солнцево, Производственная улица, 2
286	Москва, Солнцево, Родниковая улица, 20
287	Москва, Солнцево, Солнцевский проспект, 28
288	Москва, Строгино, Исаковского улица, 6, к. 1
289	Москва, Тёплый Стан, Академика Варги улица, 4-А
290	Москва, Тёплый Стан, Академика Виноградова улица, 1
291	Москва, Тёплый Стан, Профсоюзная улица, 152, к. 2, стр. 2
292	Москва, Тёплый Стан, Тёплый Стан улица, 1-А
293	Москва, Таганский, Большие Каменщики улица, 15
294	Москва, Таганский, Волгоградский проспект, 3/5
295	Москва, Таганский, Волгоградский проспект, 10, стр. 2
296	Москва, Таганский, Волгоградский проспект, 11
297	Москва, Таганский, Золоторожский Вал улица, 42
298	Москва, Таганский, Марксистская улица, 9
299	Москва, Таганский, Нижегородская улица, 9-Г, стр. 1
300	Москва, Таганский, Нижегородская улица, 25
301	Москва, Таганский, Новорогожская улица, 11, к. 2
302	Москва, Таганский, Рогожский Вал улица, 6, к. 2, стр. 1
303	Москва, Таганский, Сергия Радонежского улица, 2
304	Москва, Тверской, Бутырский Вал улица, 52
305	Москва, Тверской, Лесная улица, 45, стр. 1
306	Москва, Тверской, Садовая-Каретная улица, 20, стр. 1
307	Москва, Тверской, Самотёчный 1-й переулок, 2
308	Москва, Текстильщики, Люблинская улица, 7/2, к. 1
309	Москва, Текстильщики, Текстильщиков 7-я улица, 14
310	Москва, Тимирязевский, Вучетича улица, 5, стр. 1
311	Москва, Тимирязевский, Дмитровское шоссе, 37, к. 1
312	Москва, Тимирязевский, Дмитровское шоссе, 46, к. 1
313	Москва, Тимирязевский, Дмитровское шоссе, 51
314	Москва, Тимирязевский, Костякова улица, 8
315	Москва, Тимирязевский, Красностуденческий проезд, 2
316	Москва, Тимирязевский, Тимирязевская улица, 10/12
317	Москва, Троицк, Академическая площадь
318	Москва, Троицк, Микрорайон В, 56
319	Москва, Троицк, Полковника милиции Курочкина улица, 19
320	Москва, Троицк, Фабричная площадь, 5
321	Москва, Тропарёво-Никулино, Академика Анохина улица, 42, к. 2
322	Москва, Тропарёво-Никулино, Академика Анохина улица, 60
323	Москва, Тропарёво-Никулино, Вернадского проспект, 94, к. 5
324	Москва, Фили-Давыдково, Инициативная улица, 11
325	Москва, Фили-Давыдково, Минская улица, 5
326	Москва, Фили-Давыдково, Славянский бульвар, 9, к. 1
327	Москва, Хамовники, Малая Пироговская улица, 21
328	Москва, Хамовники, Новодевичий проезд, 2
329	Москва, Хамовники, Фрунзенская набережная, 40
330	Москва, Ховрино, Зеленоградская улица, 25, к. 2
331	Москва, Ховрино, Клинская улица, 6, стр. 5
332	Москва, Ховрино, Петрозаводская улица, 1
333	Москва, Ховрино, Петрозаводская улица, 15, к. 5
334	Москва, Ховрино, Петрозаводская улица, 34, к. 1
335	Москва, Хорошёвский, Хорошёвское шоссе, 15
336	Москва, Хорошево-Мневники, Карамышевская набережная, 26, к. 1
337	Москва, Хорошево-Мневники, Маршала Жукова проспект, 19, к. 1
338	Москва, Хорошево-Мневники, Маршала Жукова проспект, 53-Б
339	Москва, Хорошево-Мневники, Народного Ополчения улица, 21, к. 1
340	Москва, Хорошево-Мневники, Народного Ополчения улица, 29
341	Москва, Царицыно, Бехтерева улица, 27
342	Москва, Царицыно, Весёлая улица, 33
343	Москва, Царицыно, Ереванская улица, 17
344	Москва, Царицыно, Пролетарский проспект, 14/49, к. 1
345	Москва, Черёмушки, Зюзинская улица, 3
346	Москва, Черёмушки, Намёткина улица, 9
347	Москва, Черёмушки, Нахимовский проспект, 57
348	Москва, Чертаново Северное, Северное Чертаново микрорайон, 5, к. Г
349	Москва, Чертаново Северное, Чертановская улица, 9, стр. 1
350	Москва, Чертаново Южное, Академика Янгеля улица, 6, к. 1
351	Москва, Чертаново Южное, Дорожная улица, 7
352	Москва, Чертаново Южное, Подольских Курсантов улица, 2, к. 1
353	Москва, Чертаново Южное, Россошанская улица, 2, к. 1
354	Москва, Чертаново Южное, Чертановская улица, 54, к. 1
355	Москва, Щербинка, Остафьевская улица, 4
356	Москва, Щербинка, Пушкинская улица, 25
357	Москва, Щербинка, Симферопольское шоссе, 7
358	Москва, Щербинка, Спортивная улица, 2
359	Москва, Щербинка, 40 лет Октября улица, 15/1
360	Москва, Щукино, Маршала Бирюзова улица, 12
361	Москва, Щукино, Расплетина улица, 2
362	Москва, Южное Бутово, Скобелевская улица, 4
363	Москва, Южное Бутово, Скобелевская улица, 23
364	Москва, Южное Бутово, Южнобутовская улица, 97
365	Москва, Южное Медведково, Дежнёва проезд, 13
366	Москва, Южное Медведково, Молодцова улица, 21
367	Москва, Южное Медведково, Полярная улица, 4, к. 1
368	Москва, Южное Медведково, Полярная улица, 14
369	Москва, Южное Медведково, Ясный проезд, 6
370	Москва, Южное Тушино, Новопоселковая улица, 15
371	Москва, Южное Тушино, Свободы улица, 30
372	Москва, Южное Тушино, Сходненская улица, 25
373	Москва, Южное Тушино, Туристская улица, 1
374	Москва, Южное Тушино, Химкинский бульвар, 5
375	Москва, Южнопортовый, Велозаводская улица, 11/1
376	Москва, Южнопортовый, Трофимова улица, 23, к. 1
377	Москва, Якиманка, Большая Полянка улица, 1/3
378	Москва, Ярославский, Ярославское шоссе, 10
379	Москва, Ясенево, Литовский бульвар, 44
380	Москва, Ясенево, Ясногорская улица, 13, к. 1
